build_commit,build_number,cpu_info,gpu_info,backends,model_filename,model_type,model_size,model_n_params,n_batch,n_ubatch,n_threads,cpu_mask,cpu_strict,poll,type_k,type_v,n_gpu_layers,n_cpu_moe,split_mode,main_gpu,no_kv_offload,flash_attn,devices,tensor_split,tensor_buft_overrides,use_mmap,use_direct_io,embeddings,no_op_offload,no_host,fit_target,fit_min_ctx,n_prompt,n_gen,n_depth,test_time,avg_ns,stddev_ns,avg_ts,stddev_ts
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","128","200","2026-05-14T05:24:40Z","5612661032","26996910","114.030018","0.548125"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","256","2026-05-14T05:25:09Z","1024270040","20612723","500.026027","9.804627"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","256","2026-05-14T05:25:15Z","4568916045","48393647","28.017897","0.294990"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","128","256","2026-05-14T05:25:38Z","5792805128","27934954","110.483936","0.533008"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","320","2026-05-14T05:26:08Z","1150280099","6779434","445.121351","2.624205"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","320","2026-05-14T05:26:15Z","4577954996","39669138","27.961744","0.239624"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","128","320","2026-05-14T05:26:38Z","5912764602","23825718","108.241800","0.434630"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","512","2026-05-14T05:27:08Z","1318990371","6612708","388.183493","1.945064"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","512","2026-05-14T05:27:17Z","4650048702","33590548","27.527733","0.197125"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q8_0","q8_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","128","512","2026-05-14T05:27:40Z","6134369849","22347131","104.331297","0.378372"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q4_0","q4_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","60","2026-05-14T05:28:18Z","1109725490","16627906","461.457892","6.885290"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q4_0","q4_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","60","2026-05-14T05:28:25Z","4507587139","70621020","28.402034","0.436193"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q4_0","q4_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","128","60","2026-05-14T05:28:47Z","5683840054","25948765","112.601800","0.511690"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q4_0","q4_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","80","2026-05-14T05:29:17Z","1111834263","2345406","460.501927","0.970192"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q4_0","q4_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","80","2026-05-14T05:29:23Z","4457845522","36072378","28.714911","0.229960"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q4_0","q4_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","128","80","2026-05-14T05:29:46Z","5714178401","28946058","112.004387","0.563583"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q4_0","q4_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","512","0","100","2026-05-14T05:30:15Z","1136858730","7266527","450.378402","2.858819"
"ef93e98d0","9119","Intel(R) Core(TM) i7-7820X CPU @ 3.60GHz","","CPU","/home/udtensorlab7/a1264472/work/qwen2.5-0.5b-instruct-fp16.gguf","qwen2 1B F16","1260477952","630167424","2048","512","16","0x0","0","50","q4_0","q4_0","0","0","layer","0","0","1","auto","0.00","none","1","0","0","0","0","0","0","0","128","100","2026-05-14T05:30:22Z","4471491052","31533715","28.626927","0.200080"
